Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02,34.919998,35.400002,34.099998,35.119999,28.91256,13767900
2013-01-03,35.0,35.0,34.16,34.830002,28.673820000000003,16739300
2013-01-04,34.619999,34.889998999999996,34.25,34.389998999999996,28.311583000000002,21372100
2013-01-07,34.150002,35.450001,34.150002,34.459998999999996,28.369215000000004,17897100
2013-01-08,34.290001000000004,34.639998999999996,33.360001000000004,33.709998999999996,27.751776,17863300
2013-01-09,33.610001000000004,33.950001,33.610001000000004,33.900002,27.908201000000002,18800400
2013-01-10,33.66,34.0,33.330002,34.0,27.990515000000002,15658100
2013-01-11,33.59,33.900002,33.349998,33.849998,28.198776000000002,11191500
2013-01-14,34.009997999999996,34.25,33.799999,34.09,28.398718,11584900
2013-01-15,33.709998999999996,34.720001,33.709998999999996,34.599998,28.82357,13040200
2013-01-16,34.470001,35.540001000000004,34.450001,35.540001000000004,29.606635999999998,16512700
2013-01-17,35.75,36.700001,35.75,36.419998,30.339715999999996,14424800
2013-01-18,36.43,37.32,36.040001000000004,37.32,31.089476,17842200
2013-01-22,36.98,37.25,35.93,36.419998,30.339715999999996,15809700
2013-01-23,36.91,37.84,36.5,37.799999,31.489332,10981600
2013-01-24,37.790001000000004,38.52,37.23,37.459998999999996,31.206096999999996,11327100
2013-01-25,37.52,37.84,36.639998999999996,37.599998,31.322721,8934600
2013-01-28,37.650002,37.869999,36.709998999999996,36.889998999999996,30.731254999999997,7140100
2013-01-29,36.709998999999996,37.459998999999996,36.25,37.310001,31.081141,8838500
2013-01-30,36.810001,37.529999,36.810001,36.93,30.764578000000004,10841800
2013-01-31,36.84,36.93,36.27,36.689999,30.564636,10720700
2013-02-01,36.84,37.200001,36.52,37.18,30.972828000000003,9527500
2013-02-04,36.639998999999996,37.299999,36.549999,37.279999,31.056143,6348000
2013-02-05,37.419998,37.73,37.18,37.200001,30.9895,7284400
2013-02-06,36.959998999999996,37.279999,36.860001000000004,37.139998999999996,30.939518,5738900
2013-02-07,37.57,37.57,35.799999,36.419998,30.339715999999996,9872500
2013-02-08,36.369999,36.419998,35.830002,36.25,30.198107,13858700
2013-02-11,36.130001,36.18,35.75,35.849998,29.864882,6032100
2013-02-12,35.77,35.900002,35.200001,35.419998,29.506664,7473800
2013-02-13,35.419998,35.57,35.150002,35.27,29.381715999999997,4859800
2013-02-14,35.049999,36.73,35.009997999999996,36.57,30.464679999999998,7570100
2013-02-15,36.93,37.810001,36.93,37.580002,31.306054999999997,13296300
2013-02-19,37.540001000000004,38.330002,37.110001000000004,38.189999,31.814220000000002,8292700
